Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards,Player-additional
294,Ousmane Dieng,22,OKC,C,27,0,10.9,1.4,3.4,.418,0.7,1.8,.367,0.7,1.6,.476,.516,0.2,0.2,1.000,0.3,1.3,1.6,1.0,0.1,0.3,0.3,0.8,3.7,,diengou01
294,Ousmane Dieng,22,MIL,C,28,18,25.9,4.3,10.1,.428,1.6,4.5,.357,2.7,5.6,.484,.507,0.8,1.1,.656,0.8,3.7,4.5,3.1,0.8,0.4,2.0,1.9,11.0,,diengou01
295,Josh Minott,23,2TM,PF,49,11,17.0,2.6,5.1,.500,1.3,3.1,.418,1.3,2.0,.626,.627,1.0,1.2,.787,1.0,2.2,3.2,0.9,0.9,0.5,0.9,1.5,7.4,,minotjo01
295,Josh Minott,23,BOS,PF,33,10,15.9,2.1,4.1,.507,1.0,2.3,.442,1.1,1.8,.593,.632,0.6,0.8,.769,1.2,2.4,3.6,1.0,0.7,0.4,0.6,1.5,5.8,,minotjo01
295,Josh Minott,23,BRK,SF,16,1,19.3,3.6,7.3,.491,1.9,4.8,.395,1.7,2.5,.675,.621,1.8,2.2,.800,0.5,2.0,2.5,0.8,1.3,0.8,1.4,1.4,10.8,,minotjo01
296,Taylor Hendricks,22,2TM,PF,59,17,18.9,2.8,6.0,.459,1.1,3.1,.342,1.7,2.9,.585,.548,0.8,1.2,.681,1.1,2.6,3.7,0.9,0.8,0.5,0.8,1.7,7.4,,hendrta01
296,Taylor Hendricks,22,UTA,PF,33,6,14.9,1.8,3.9,.453,0.7,2.1,.343,1.0,1.8,.586,.547,0.7,1.0,.719,0.9,2.1,3.0,0.7,0.4,0.2,0.6,1.2,4.9,,hendrta01
296,Taylor Hendricks,22,MEM,PF,26,11,24.1,4.0,8.7,.463,1.5,4.4,.342,2.5,4.3,.584,.548,1.0,1.5,.650,1.4,3.3,4.7,1.2,1.4,0.8,1.2,2.3,10.6,,hendrta01
297,Caris LeVert,31,DET,SG,58,0,19.4,2.8,6.6,.420,1.0,3.1,.331,1.7,3.5,.498,.497,0.9,1.3,.667,0.4,1.6,2.0,2.7,0.8,0.7,1.4,1.5,7.4,,leverca01
298,Cameron Payne,31,PHI,PG,22,1,17.0,2.5,6.8,.376,1.5,4.4,.330,1.1,2.4,.462,.483,0.9,1.0,.864,0.1,1.9,2.0,2.6,1.1,0.3,0.5,1.4,7.4,,payneca01
299,Ja'Kobe Walter,21,TOR,SG,70,18,20.3,2.5,5.6,.441,1.5,3.7,.401,1.0,1.9,.519,.573,1.0,1.2,.791,0.8,1.8,2.6,1.2,1.0,0.2,0.5,2.3,7.4,,walteja01
300,Kris Dunn,31,LAC,PG,80,66,27.3,2.8,5.9,.475,1.0,2.6,.378,1.8,3.3,.554,.560,0.8,1.0,.765,0.7,2.6,3.3,3.6,1.6,0.2,1.3,2.3,7.3,,dunnkr01
301,Nikola Jović,22,MIA,PF,47,1,17.2,2.4,6.7,.366,1.0,3.6,.269,1.5,3.1,.476,.438,1.5,2.1,.683,0.5,2.7,3.3,2.2,0.6,0.4,1.4,1.4,7.3,,jovicni01
302,Kobe Sanders,23,LAC,SG,66,16,20.0,2.6,5.6,.468,1.2,2.9,.416,1.4,2.8,.522,.574,0.8,1.0,.815,0.4,1.8,2.3,1.6,0.7,0.2,1.2,2.1,7.3,,sandeko01
303,Tre Scott,29,BRK,PF,4,2,28.8,3.0,7.8,.387,0.8,2.5,.300,2.3,5.3,.429,.435,0.5,0.5,1.000,1.8,4.0,5.8,1.8,1.5,1.3,0.5,1.8,7.3,,scotttr01
304,Pat Spencer,29,GSW,PG,64,14,18.7,2.8,6.6,.428,0.9,2.5,.362,1.9,4.1,.469,.498,0.7,0.9,.772,0.8,1.6,2.4,3.5,0.8,0.1,1.3,1.1,7.3,,spencpa01
305,Buddy Hield,33,2TM,SG,50,3,16.0,2.6,6.2,.424,1.3,4.0,.333,1.3,2.2,.593,.532,0.6,0.7,.811,0.5,1.7,2.3,1.4,0.8,0.2,0.9,1.1,7.2,,hieldbu01
305,Buddy Hield,33,GSW,SG,44,3,17.5,3.0,6.8,.433,1.5,4.4,.344,1.4,2.4,.600,.545,0.6,0.8,.794,0.6,1.9,2.5,1.5,0.8,0.2,1.0,1.3,8.0,,hieldbu01
305,Buddy Hield,33,ATL,SG,6,0,5.0,0.2,1.5,.111,0.0,1.0,.000,0.2,0.5,.333,.111,0.5,0.5,1.000,0.2,0.7,0.8,0.3,0.2,0.0,0.8,0.2,0.8,,hieldbu01
306,Jose Alvarado,27,2TM,PG,67,2,19.7,2.6,6.4,.415,1.4,4.1,.349,1.2,2.3,.533,.527,0.5,0.6,.800,0.4,2.0,2.4,3.4,1.0,0.1,1.1,1.9,7.2,,alvarjo01
306,Jose Alvarado,27,NOP,PG,41,0,21.9,2.9,6.8,.418,1.7,4.7,.363,1.1,2.1,.540,.543,0.5,0.6,.833,0.4,2.4,2.8,3.1,0.9,0.1,1.1,2.0,7.9,,alvarjo01
306,Jose Alvarado,27,NYK,PG,26,2,16.2,2.3,5.7,.408,1.0,3.2,.317,1.3,2.5,.523,.497,0.5,0.6,.750,0.3,1.5,1.8,3.7,1.0,0.1,1.1,1.8,6.1,,alvarjo01
307,Seth Curry,35,GSW,SG,9,0,13.4,2.4,4.7,.524,1.1,2.3,.476,1.3,2.3,.571,.643,1.2,1.3,.917,0.4,0.8,1.2,0.9,0.3,0.0,0.2,0.8,7.2,,curryse01
308,Terance Mann,29,BRK,SG,63,51,24.3,2.7,5.8,.457,0.9,2.4,.364,1.8,3.4,.523,.533,1.0,1.3,.788,1.1,2.1,3.2,3.0,0.7,0.2,1.1,2.5,7.2,,mannte01
309,Ben Saraf,19,BRK,SG,42,9,20.2,2.6,6.6,.388,0.4,1.9,.200,2.2,4.7,.465,.417,1.7,2.0,.833,0.4,1.6,2.0,3.3,0.8,0.2,2.2,1.8,7.2,,sarafbe01
310,Jaylin Williams,23,OKC,PF,65,11,19.6,2.3,5.4,.423,1.5,3.9,.383,0.8,1.5,.531,.563,1.1,1.4,.793,0.5,5.0,5.5,2.4,0.5,0.6,1.0,2.0,7.2,,willija07
311,MarJon Beauchamp,25,PHI,SF,13,1,14.9,2.5,5.7,.432,1.2,3.5,.348,1.2,2.2,.571,.541,0.9,1.3,.706,0.5,1.9,2.4,1.2,0.7,0.3,1.0,1.0,7.1,,beaucma01
312,Ben Sheppard,24,IND,SG,65,20,21.4,2.6,6.0,.434,1.3,3.6,.362,1.3,2.4,.542,.543,0.6,0.8,.765,0.7,2.3,3.0,1.8,0.6,0.1,0.6,1.8,7.1,,sheppbe01
313,Grant Williams,27,CHO,PF,34,3,19.6,2.2,5.1,.425,1.5,3.8,.391,0.7,1.4,.522,.569,1.3,1.6,.815,1.2,2.7,3.9,1.6,0.4,0.5,0.9,1.6,7.1,,willigr01
314,Bogdan Bogdanović,33,LAC,SG,22,3,19.6,2.4,6.5,.371,1.3,4.0,.322,1.1,2.5,.446,.469,0.9,1.1,.800,0.3,2.3,2.5,2.3,0.5,0.0,1.2,2.0,7.0,,bogdabo01
315,Javonte Green,32,DET,SG,80,6,17.7,2.3,5.1,.444,1.1,3.0,.374,1.1,2.1,.545,.555,1.3,1.5,.836,0.8,2.1,2.8,0.7,1.3,0.3,0.6,1.3,7.0,,greenja02
316,Lawson Lovering,22,MEM,C,2,1,24.5,3.0,5.0,.600,0.0,0.0,,3.0,5.0,.600,.600,1.0,2.5,.400,3.0,4.5,7.5,1.5,1.5,0.5,1.0,3.5,7.0,,loverla01
317,Jamir Watkins,24,WAS,SG,48,6,20.1,2.6,5.7,.449,0.9,3.0,.283,1.7,2.7,.636,.524,1.0,1.5,.694,1.0,2.9,3.9,1.3,1.1,0.5,0.8,2.6,7.0,,watkija01
318,Moritz Wagner,28,ORL,C,36,0,11.9,2.3,5.4,.426,0.6,1.9,.314,1.7,3.5,.488,.482,1.6,2.0,.819,0.8,2.4,3.2,0.8,0.4,0.1,0.5,1.6,6.9,,wagnemo01
319,Patrick Williams,24,CHI,PF,70,5,20.2,2.4,6.5,.375,1.3,3.7,.351,1.1,2.8,.407,.476,0.8,1.1,.716,0.7,2.3,3.0,1.4,0.6,0.4,1.0,1.3,6.9,,willipa01
320,Elijah Harkless,25,UTA,SG,26,9,21.0,2.1,6.2,.335,0.8,3.4,.239,1.3,2.8,.452,.401,1.9,2.5,.766,0.4,1.7,2.0,2.9,1.2,0.2,1.0,2.0,6.8,,harklej01
321,John Poulakidas,22,DAL,SG,11,0,17.1,2.4,5.6,.419,1.7,4.6,.373,0.6,1.0,.636,.573,0.4,0.4,1.000,0.4,2.1,2.5,0.6,0.5,0.2,0.3,2.2,6.8,,poulajo01
322,Keon Ellis,26,2TM,SG,71,11,20.6,2.4,5.4,.442,1.3,3.5,.365,1.1,1.8,.588,.562,0.7,1.0,.729,0.5,1.3,1.9,1.0,1.2,0.6,0.6,1.9,6.7,,elliske01
322,Keon Ellis,26,SAC,SG,43,5,17.6,1.9,4.9,.397,1.2,3.3,.368,0.7,1.5,.462,.524,0.5,0.7,.625,0.3,0.9,1.3,0.6,1.1,0.5,0.5,1.6,5.6,,elliske01
322,Keon Ellis,26,CLE,SG,28,6,25.1,3.0,6.1,.497,1.4,3.8,.362,1.7,2.4,.712,.608,1.1,1.4,.816,0.8,1.9,2.8,1.6,1.3,0.9,0.7,2.3,8.5,,elliske01
323,Isaiah Jackson,24,2TM,C,55,14,16.5,2.7,4.3,.637,0.0,0.1,.000,2.7,4.3,.645,.637,1.2,1.9,.648,2.1,3.2,5.3,0.9,0.7,0.9,1.1,2.7,6.7,,jacksis01
323,Isaiah Jackson,24,IND,C,38,14,16.8,2.5,4.3,.582,0.0,0.0,.000,2.5,4.3,.585,.582,1.3,1.9,.689,2.3,3.3,5.6,0.8,0.7,0.8,1.1,2.8,6.4,,jacksis01
323,Isaiah Jackson,24,LAC,C,17,0,15.9,3.2,4.2,.764,0.0,0.1,.000,3.2,4.1,.786,.764,1.0,1.8,.548,1.6,3.1,4.6,1.2,0.6,1.2,0.9,2.3,7.5,,jacksis01
324,Cole Anthony,25,MIL,PG,35,0,15.1,2.8,6.6,.424,0.6,2.1,.306,2.2,4.5,.478,.472,0.5,0.7,.615,0.5,2.0,2.5,3.5,0.6,0.3,1.9,2.1,6.7,,anthoco01
325,Kevin Love,37,UTA,PF,37,5,16.6,2.1,5.4,.397,1.4,3.8,.373,0.7,1.5,.456,.530,1.0,1.2,.841,1.5,4.3,5.8,1.8,0.4,0.2,0.8,1.5,6.7,,loveke01
326,Jamal Shead,23,TOR,PG,80,11,22.6,2.3,6.1,.367,1.0,3.2,.323,1.2,2.9,.415,.451,1.1,1.5,.784,0.3,1.5,1.8,5.5,0.9,0.2,1.4,2.0,6.7,,sheadja01
327,Julian Strawther,23,DEN,SG,55,12,14.4,2.4,5.1,.466,0.9,2.5,.370,1.5,2.7,.554,.555,0.9,1.2,.813,0.2,1.7,1.9,1.0,0.4,0.1,0.6,1.3,6.7,,strawju01
328,Tyson Etienne,26,BRK,PG,22,1,14.1,2.1,5.3,.393,1.6,3.9,.407,0.5,1.4,.355,.543,0.9,1.0,.826,0.1,0.9,1.0,1.5,0.4,0.0,0.6,1.9,6.6,,etienty01
329,Luke Kornet,30,SAS,C,67,25,21.1,2.6,4.0,.644,0.0,0.0,,2.6,4.0,.644,.644,1.4,1.7,.825,2.7,3.4,6.1,1.9,0.5,1.0,0.4,1.8,6.6,,kornelu01
330,Will Richard,23,GSW,SG,67,21,20.2,2.4,5.1,.474,1.1,3.1,.341,1.4,2.0,.679,.577,0.7,0.8,.852,1.0,1.5,2.5,1.4,1.2,0.1,0.8,1.9,6.6,,richawi02
331,Oscar Tshiebwe,26,UTA,C,25,4,15.5,2.9,4.7,.624,0.0,0.0,,2.9,4.7,.624,.624,0.8,1.5,.541,2.6,3.0,5.6,1.0,0.6,0.1,0.7,1.4,6.6,,tshieos01
332,Trendon Watford,25,PHI,PF,52,7,16.5,2.6,5.1,.513,0.2,1.0,.200,2.4,4.2,.585,.532,1.2,1.5,.779,0.7,2.6,3.4,2.5,0.3,0.4,1.2,2.0,6.6,,watfotr01
333,Robert Williams,28,POR,C,57,1,17.0,3.0,4.2,.711,0.1,0.4,.333,2.9,3.8,.748,.726,0.5,0.9,.585,2.4,4.5,6.9,1.0,0.6,1.5,0.8,1.2,6.6,,williro04
334,Jevon Carter,30,2TM,PG,51,1,16.3,2.3,5.9,.398,1.5,4.1,.360,0.8,1.7,.489,.525,0.3,0.4,.789,0.3,1.4,1.7,1.7,0.7,0.2,0.7,1.1,6.5,,carteje01
334,Jevon Carter,30,CHI,PG,23,0,11.0,1.8,4.5,.398,1.4,3.4,.410,0.4,1.1,.360,.553,0.4,0.4,1.000,0.2,0.9,1.1,0.8,0.6,0.1,0.5,0.8,5.4,,carteje01
334,Jevon Carter,30,ORL,PG,28,1,20.6,2.8,7.0,.398,1.6,4.8,.331,1.2,2.3,.540,.510,0.2,0.3,.556,0.3,1.8,2.1,2.4,0.9,0.3,0.8,1.3,7.3,,carteje01
335,Oso Ighodaro,23,PHO,PF,80,23,22.2,2.9,4.5,.655,0.0,0.0,.000,2.9,4.5,.656,.655,0.6,1.4,.451,1.7,3.4,5.0,2.2,0.9,0.7,1.2,2.7,6.5,,ighodos01
336,Drake Powell,20,BRK,SG,62,23,20.9,2.3,5.6,.405,0.8,2.9,.287,1.5,2.7,.529,.478,1.1,1.2,.893,0.3,1.4,1.8,1.5,0.6,0.2,0.9,1.4,6.5,,poweldr01
337,Tyrese Martin,26,2TM,SG,45,6,17.2,2.4,6.2,.394,1.2,3.7,.321,1.2,2.5,.500,.489,0.4,0.6,.679,0.8,1.8,2.6,1.7,0.6,0.1,0.9,0.7,6.4,,martity01
337,Tyrese Martin,26,BRK,SG,37,6,18.8,2.7,6.9,.392,1.4,4.1,.336,1.3,2.8,.476,.492,0.5,0.7,.731,0.9,2.0,2.9,1.9,0.6,0.1,0.9,0.8,7.3,,martity01
337,Tyrese Martin,26,PHI,SG,8,0,9.9,1.1,2.8,.409,0.3,1.6,.154,0.9,1.1,.778,.455,0.0,0.3,.000,0.3,1.0,1.3,1.1,0.4,0.3,0.9,0.4,2.5,,martity01
338,Ryan Nembhard,22,DAL,PG,58,25,19.0,2.6,6.3,.413,0.8,2.2,.357,1.8,4.1,.443,.475,0.4,0.5,.778,0.2,1.9,2.1,4.9,0.4,0.0,1.4,1.4,6.4,,nembhry01
339,Ethan Thompson,26,IND,SG,30,11,19.5,2.2,5.7,.378,1.1,3.4,.330,1.0,2.3,.449,.477,0.9,1.2,.743,0.5,1.6,2.1,1.6,0.6,0.3,0.6,2.2,6.3,,thompet01
340,Thomas Bryant,28,CLE,C,60,1,12.2,2.3,4.5,.506,0.8,2.2,.359,1.5,2.3,.647,.594,0.9,1.1,.803,1.0,2.4,3.4,0.6,0.3,0.4,0.5,1.3,6.2,,bryanth01
341,Alex Caruso,31,OKC,SG,56,0,18.2,2.3,5.4,.423,0.9,3.2,.293,1.3,2.1,.622,.512,0.7,0.9,.804,0.5,2.3,2.8,2.0,1.3,0.3,0.9,1.2,6.2,,carusal01
342,Andre Drummond,32,PHI,C,61,25,19.3,2.5,5.2,.473,0.5,1.4,.349,2.0,3.8,.519,.521,0.8,1.3,.622,3.1,5.2,8.3,1.2,0.6,0.8,1.0,2.0,6.2,,drumman01
343,Bez Mbeng,22,UTA,SG,13,4,31.2,2.5,5.5,.465,0.3,1.8,.167,2.2,3.6,.617,.493,0.8,1.3,.647,1.1,2.2,3.2,3.2,2.0,0.4,1.3,3.3,6.2,,mbengbe01
344,Tidjane Salaün,20,CHO,PF,36,0,15.9,2.2,4.4,.506,1.0,2.3,.434,1.2,2.1,.587,.620,0.7,1.1,.650,0.7,3.4,4.1,0.8,0.4,0.2,0.7,1.5,6.2,,salauti01
345,Kenrich Williams,31,OKC,PF,54,2,14.6,2.4,4.9,.489,0.9,2.2,.402,1.5,2.7,.559,.578,0.6,0.9,.640,0.9,2.2,3.1,1.3,0.5,0.1,0.7,1.0,6.2,,willike04
346,Jalen Wilson,25,BRK,PF,52,2,15.3,2.0,5.0,.392,1.0,2.9,.351,0.9,2.1,.450,.494,1.2,1.7,.727,0.3,1.7,1.9,0.8,0.4,0.0,0.7,1.5,6.2,,wilsoja03
347,Gradey Dick,22,TOR,SG,74,1,14.2,2.1,5.1,.418,0.7,2.5,.297,1.4,2.6,.534,.491,1.0,1.2,.874,0.6,1.4,2.0,0.7,0.6,0.1,0.6,1.3,6.0,,dickgr01
348,Kasparas Jakučionis,19,MIA,PG,51,11,17.5,1.9,4.5,.417,1.2,2.9,.409,0.7,1.5,.430,.550,1.0,1.2,.883,0.8,1.8,2.5,2.5,0.6,0.1,0.9,1.9,6.0,,jakucka01
349,Nick Smith Jr.,21,LAL,SG,28,1,12.3,2.3,5.2,.441,1.1,2.8,.416,1.1,2.4,.471,.552,0.3,0.5,.692,0.1,0.7,0.8,1.1,0.3,0.1,0.7,0.9,6.0,,smithni01
350,Kyle Anderson,32,3TM,SF,42,4,19.5,2.4,4.5,.526,0.1,0.3,.364,2.3,4.3,.536,.537,1.1,1.5,.714,0.9,2.5,3.4,2.8,1.0,0.6,0.9,2.2,5.9,,anderky01
350,Kyle Anderson,32,UTA,SF,20,0,20.1,2.9,5.5,.523,0.2,0.3,.600,2.7,5.2,.519,.537,1.3,1.9,.658,1.0,2.4,3.3,3.1,1.2,0.5,0.9,2.3,7.1,,anderky01
350,Kyle Anderson,32,MEM,SF,4,3,22.3,3.8,4.8,.789,0.3,0.3,1.000,3.5,4.5,.778,.816,1.5,2.0,.750,0.8,2.8,3.5,0.8,1.5,1.0,1.8,3.0,9.3,,anderky01
350,Kyle Anderson,32,MIN,SF,18,1,18.3,1.6,3.4,.452,0.0,0.3,.000,1.6,3.2,.491,.452,0.8,0.9,.824,0.9,2.6,3.6,2.9,0.8,0.7,0.8,1.9,3.9,,anderky01
351,Rob Dillingham,21,2TM,PG,63,0,14.5,2.3,6.1,.386,0.6,2.0,.325,1.7,4.1,.415,.439,0.6,0.7,.745,0.3,1.7,1.9,2.2,0.7,0.1,1.5,1.7,5.9,,dilliro01
351,Rob Dillingham,21,MIN,PG,35,0,9.3,1.3,4.0,.333,0.3,0.9,.364,1.0,3.1,.324,.376,0.4,0.6,.750,0.1,1.0,1.2,1.7,0.5,0.1,1.0,1.0,3.5,,dilliro01
351,Rob Dillingham,21,CHI,PG,28,0,21.0,3.6,8.6,.417,1.0,3.2,.311,2.6,5.4,.480,.475,0.7,1.0,.741,0.5,2.4,2.9,2.9,0.9,0.1,2.0,2.6,8.9,,dilliro01
352,Justin Edwards,22,PHI,SF,62,12,15.1,2.2,4.9,.449,1.0,2.8,.363,1.2,2.1,.561,.551,0.5,0.6,.846,0.4,1.1,1.5,1.2,0.8,0.2,0.5,1.5,5.9,,edwarju01
353,Nick Richards,28,2TM,C,48,6,14.6,2.1,4.2,.512,0.1,0.4,.278,2.0,3.8,.536,.525,1.4,2.1,.644,1.6,3.5,5.1,0.3,0.2,0.7,1.2,1.8,5.8,,richani01
353,Nick Richards,28,PHO,C,28,2,9.1,1.3,2.5,.493,0.0,0.0,,1.3,2.5,.493,.493,0.7,1.0,.679,1.3,2.0,3.3,0.3,0.1,0.5,0.9,1.4,3.2,,richani01
353,Nick Richards,28,CHI,C,20,4,22.4,3.4,6.5,.523,0.3,0.9,.278,3.2,5.6,.563,.542,2.3,3.7,.630,2.1,5.5,7.6,0.4,0.3,0.9,1.7,2.5,9.4,,richani01
354,Steven Adams,32,HOU,C,32,11,22.8,2.2,4.3,.504,0.0,0.0,,2.2,4.3,.504,.504,1.5,2.5,.580,4.5,4.1,8.6,1.5,0.7,0.6,1.1,1.7,5.8,,adamsst01
355,Jahmai Mashack,23,MEM,SG,29,5,20.2,2.3,5.9,.394,0.6,2.2,.266,1.7,3.7,.472,.444,0.6,1.1,.531,0.8,1.5,2.2,1.5,1.2,0.4,1.2,2.0,5.8,,mashaja01
356,Matisse Thybulle,28,POR,SG,28,0,16.2,1.9,4.5,.432,1.3,3.1,.402,0.7,1.4,.500,.572,0.7,0.8,.870,0.6,1.4,2.0,0.9,2.0,0.5,1.0,1.5,5.8,,thybuma01
357,Dean Wade,29,CLE,PF,58,37,22.4,2.1,4.8,.437,1.2,3.4,.359,0.9,1.4,.622,.563,0.5,0.7,.711,0.9,3.3,4.2,1.5,0.8,0.4,0.3,1.5,5.8,,wadede01
358,Goga Bitadze,26,ORL,C,62,3,15.1,2.3,3.5,.667,0.0,0.2,.182,2.3,3.3,.693,.671,1.0,1.5,.707,2.1,2.8,4.9,1.3,0.6,1.0,0.7,2.1,5.7,,bitadgo01
359,Ryan Dunn,23,PHO,SF,68,14,19.1,2.3,5.1,.448,0.8,2.4,.329,1.5,2.7,.554,.526,0.3,0.6,.476,1.4,2.8,4.2,1.4,0.9,0.4,0.8,1.9,5.7,,dunnry01
360,Tre Mann,24,CHO,PG,51,1,13.0,2.1,5.8,.362,1.0,3.0,.327,1.1,2.8,.400,.446,0.5,0.5,.852,0.4,1.4,1.8,1.7,0.5,0.1,1.0,1.4,5.7,,manntr01
361,Karlo Matković,24,NOP,PF,62,2,14.7,2.3,3.8,.604,0.6,1.5,.422,1.7,2.3,.717,.685,0.5,0.7,.732,1.2,2.5,3.7,0.8,0.4,0.9,0.5,1.7,5.7,,matkoka01
362,Doug McDermott,34,SAC,SF,27,0,14.8,1.9,4.8,.403,1.7,4.3,.397,0.2,0.5,.462,.581,0.1,0.1,1.000,0.3,1.0,1.2,0.8,0.2,0.1,0.4,0.8,5.7,,mcderdo01
363,Yves Missi,21,NOP,C,66,14,19.7,2.4,4.5,.544,0.0,0.0,.000,2.4,4.4,.546,.544,0.9,1.5,.559,2.8,3.1,5.8,1.3,0.3,1.5,0.8,1.7,5.7,,missiyv01
364,Kris Murray,25,POR,SF,55,15,23.3,2.2,4.9,.457,0.6,2.1,.263,1.7,2.7,.611,.515,0.7,1.0,.698,1.6,2.0,3.5,1.4,0.9,0.4,0.8,1.6,5.7,,murrakr01
365,Mitchell Robinson,27,NYK,C,60,16,19.6,2.5,3.4,.723,0.0,0.0,,2.5,3.4,.723,.723,0.7,1.7,.408,4.2,4.6,8.8,0.9,0.9,1.2,0.7,2.1,5.7,,robinmi01
366,Guerschon Yabusele,30,2TM,C,67,19,15.0,1.9,4.7,.401,1.0,2.9,.352,0.8,1.7,.483,.511,0.8,1.1,.750,0.8,2.7,3.5,0.9,0.4,0.2,0.6,1.2,5.6,,yabusgu01
366,Guerschon Yabusele,30,NYK,C,41,0,8.9,1.0,2.6,.393,0.5,1.7,.294,0.5,1.0,.564,.486,0.2,0.3,.667,0.6,1.5,2.1,0.4,0.1,0.1,0.4,0.9,2.7,,yabusgu01
366,Guerschon Yabusele,30,CHI,C,26,19,24.7,3.2,7.9,.405,1.9,4.9,.383,1.3,3.0,.442,.524,1.8,2.3,.767,1.2,4.4,5.7,1.7,0.8,0.4,1.0,1.7,10.0,,yabusgu01
367,Anthony Gill,33,WAS,PF,53,6,16.7,2.4,3.8,.619,0.3,0.8,.333,2.1,3.0,.701,.656,0.6,0.8,.744,1.1,1.7,2.8,1.3,0.5,0.4,0.6,1.6,5.6,,gillan01
368,Dru Smith,28,MIA,SG,70,1,16.3,1.9,4.6,.415,0.5,1.8,.295,1.4,2.8,.495,.474,1.2,1.5,.829,0.9,1.6,2.5,2.6,1.4,0.3,0.8,1.6,5.6,,smithdr01
369,Kobe Brown,26,2TM,PF,59,8,15.3,2.0,4.3,.466,0.8,2.2,.367,1.2,2.1,.569,.560,0.8,0.9,.804,1.1,1.8,3.0,1.3,0.3,0.2,0.8,1.1,5.5,,brownko01
369,Kobe Brown,26,LAC,PF,34,0,8.7,1.0,2.5,.393,0.4,1.4,.265,0.6,1.0,.571,.470,0.6,0.8,.808,0.5,1.0,1.6,0.8,0.3,0.1,0.4,0.5,2.9,,brownko01
369,Kobe Brown,26,IND,PF,25,8,24.2,3.4,6.7,.503,1.4,3.2,.430,2.0,3.5,.568,.605,1.0,1.2,.800,1.9,3.0,4.9,1.9,0.4,0.4,1.4,2.0,9.0,,brownko01
370,Eric Gordon,37,PHI,SG,6,0,12.3,2.0,3.5,.571,1.3,2.3,.571,0.7,1.2,.571,.762,0.2,0.3,.500,0.2,0.2,0.3,0.5,0.7,0.2,0.5,0.5,5.5,,gordoer01
371,Haywood Highsmith,29,PHO,SF,6,0,13.3,1.7,3.3,.500,1.3,2.2,.615,0.3,1.2,.286,.700,0.8,1.0,.833,1.0,1.2,2.2,1.2,0.7,0.0,0.0,1.3,5.5,,highsha01
372,Aaron Holiday,29,HOU,PG,55,1,13.7,1.9,4.5,.415,1.2,3.0,.392,0.7,1.5,.463,.546,0.6,0.7,.872,0.2,0.8,1.0,1.1,0.5,0.1,0.7,1.3,5.5,,holidaa01
373,Jett Howard,22,ORL,SF,55,0,12.6,1.9,4.6,.418,1.0,2.6,.372,0.9,1.9,.481,.526,0.7,0.7,.949,0.4,1.2,1.6,0.8,0.2,0.2,0.3,1.2,5.5,,howarje01
374,Spencer Jones,24,DEN,SF,64,37,22.1,2.1,4.1,.504,0.9,2.3,.396,1.2,1.8,.636,.613,0.5,0.8,.608,1.2,2.1,3.3,0.8,0.8,0.5,0.5,2.7,5.5,,jonessp01
375,Nae'Qwan Tomlin,25,CLE,PF,62,2,15.3,2.2,4.7,.473,0.4,1.7,.215,1.9,3.0,.620,.512,0.7,0.9,.754,1.3,1.5,2.8,0.8,0.6,0.5,0.4,2.0,5.5,,tomlina01
376,Dylan Cardwell,24,SAC,C,42,1,20.5,2.4,4.0,.596,0.0,0.0,.500,2.3,3.9,.598,.599,0.6,1.2,.531,3.3,4.3,7.5,1.5,0.6,1.5,0.9,3.6,5.4,,cardwdy01
377,Sion James,23,CHO,SG,80,19,22.6,1.7,4.5,.372,1.0,2.9,.355,0.7,1.7,.402,.485,1.0,1.2,.837,0.6,2.9,3.5,2.0,0.6,0.3,0.8,1.8,5.4,,jamessi01
378,Pete Nance,25,MIL,PF,47,6,15.7,2.1,4.1,.515,1.1,2.5,.420,1.1,1.6,.667,.644,0.1,0.2,.364,0.6,2.1,2.7,1.0,0.3,0.3,0.6,1.3,5.4,,nancepe01
379,Marcus Sasser,25,DET,PG,36,5,12.4,1.9,4.8,.395,1.2,2.8,.422,0.7,1.9,.357,.520,0.4,0.5,.833,0.2,0.9,1.1,2.1,0.6,0.1,0.9,1.1,5.4,,sassema01
380,Jamaree Bouyea,26,PHO,PG,44,0,13.1,2.2,4.7,.461,0.5,1.5,.294,1.7,3.1,.543,.510,0.5,0.7,.710,0.4,1.3,1.7,1.6,0.6,0.3,0.5,0.8,5.3,,bouyeja01
381,Killian Hayes,24,SAC,PG,21,3,17.2,1.9,6.0,.307,0.8,2.9,.267,1.1,3.2,.343,.370,0.9,1.0,.900,0.2,2.2,2.4,3.6,0.9,0.2,1.3,1.5,5.3,,hayeski01
382,Jordan Walsh,21,BOS,PF,66,23,17.5,2.0,3.8,.520,0.7,1.7,.391,1.3,2.1,.626,.608,0.6,0.8,.755,1.3,2.7,4.0,0.7,0.7,0.4,0.5,2.0,5.3,,walshjo01
383,Mac McClung,27,2TM,SG,9,0,11.9,1.9,5.3,.354,0.3,2.4,.136,1.6,2.9,.538,.385,1.1,1.4,.769,0.2,0.8,1.0,1.0,1.1,0.3,0.8,1.6,5.2,,mccluma01
